instances/sat/data/GI-CSSC14/INSTANCE_NAME,nvarsOrig,nclausesOrig,nvars,nclauses,reducedVars,reducedClauses,Pre-featuretime,vars-clauses-ratio,POSNEG-RATIO-CLAUSE-mean,POSNEG-RATIO-CLAUSE-coeff-variation,POSNEG-RATIO-CLAUSE-min,POSNEG-RATIO-CLAUSE-max,POSNEG-RATIO-CLAUSE-entropy,VCG-CLAUSE-mean,VCG-CLAUSE-coeff-variation,VCG-CLAUSE-min,VCG-CLAUSE-max,VCG-CLAUSE-entropy,UNARY,BINARY+,TRINARY+,Basic-featuretime,VCG-VAR-mean,VCG-VAR-coeff-variation,VCG-VAR-min,VCG-VAR-max,VCG-VAR-entropy,POSNEG-RATIO-VAR-mean,POSNEG-RATIO-VAR-coeff-variation,POSNEG-RATIO-VAR-min,POSNEG-RATIO-VAR-max,POSNEG-RATIO-VAR-entropy,HORNY-VAR-mean,HORNY-VAR-coeff-variation,HORNY-VAR-min,HORNY-VAR-max,HORNY-VAR-entropy,horn-clauses-fraction,VG-mean,VG-coeff-variation,VG-min,VG-max,KLB-featuretime,CG-mean,CG-coeff-variation,CG-min,CG-max,CG-entropy,cluster-coeff-mean,cluster-coeff-coeff-variation,cluster-coeff-min,cluster-coeff-max,cluster-coeff-entropy,CG-featuretime,cl-num-mean,cl-num-coeff-variation,cl-num-min,cl-num-max,cl-num-q90,cl-num-q10,cl-num-q75,cl-num-q25,cl-num-q50,cl-size-mean,cl-size-coeff-variation,cl-size-min,cl-size-max,cl-size-q90,cl-size-q10,cl-size-q75,cl-size-q25,cl-size-q50,cl-featuretime,SP-bias-mean,SP-bias-coeff-variation,SP-bias-min,SP-bias-max,SP-bias-q90,SP-bias-q10,SP-bias-q75,SP-bias-q25,SP-bias-q50,SP-unconstraint-mean,SP-unconstraint-coeff-variation,SP-unconstraint-min,SP-unconstraint-max,SP-unconstraint-q90,SP-unconstraint-q10,SP-unconstraint-q75,SP-unconstraint-q25,SP-unconstraint-q50,sp-featuretime,saps_BestSolution_Mean,saps_BestSolution_CoeffVariance,saps_FirstLocalMinStep_Mean,saps_FirstLocalMinStep_CoeffVariance,saps_FirstLocalMinStep_Median,saps_FirstLocalMinStep_Q.10,saps_FirstLocalMinStep_Q.90,saps_BestAvgImprovement_Mean,saps_BestAvgImprovement_CoeffVariance,saps_FirstLocalMinRatio_Mean,saps_FirstLocalMinRatio_CoeffVariance,ls-saps-featuretime,gsat_BestSolution_Mean,gsat_BestSolution_CoeffVariance,gsat_FirstLocalMinStep_Mean,gsat_FirstLocalMinStep_CoeffVariance,gsat_FirstLocalMinStep_Median,gsat_FirstLocalMinStep_Q.10,gsat_FirstLocalMinStep_Q.90,gsat_BestAvgImprovement_Mean,gsat_BestAvgImprovement_CoeffVariance,gsat_FirstLocalMinRatio_Mean,gsat_FirstLocalMinRatio_CoeffVariance,ls-gsat-featuretime,lobjois-mean-depth-over-vars,lobjois-log-num-nodes-over-vars,lobjois-featuretime
instances/sat/data/GI-CSSC14/instances/Sat_Data/GI/iso_m2D_m196.AB04.cnf,1456,21980,1456,21980,0,0,0.01,0.066242038,1,0,1,1,0,0.001406873,0.257357515,0.001373626,0.005494505,0.054621562,0,0.991082803,0.991082803,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.827388558,0.174934891,0.447853136,0.975088918,0.974758722,0.669655508,0.967202114,0.692698311,0.905702618,0.09453331,0.993855859,0.000155196,0.246817895,0.194150108,0.000220053,0.188555734,0.000894126,0.167560064,0.14,78.2104,3.19402,552.717,0.0575551,554,528,579,5.89186,0.309886,1.01485,0.491992,2.07,30.6724,6.54223,553.228,0.0675072,556,532,578,1.12324,1.03383,0.989946,0.114065,2.2,0.906011476,0.999822769,2
instances/sat/data/GI-CSSC14/instances/Sat_Data/GI/iso_m2D_s64.AB20.cnf,448,5936,448,5936,0,0,0,0.075471698,1,0,1,1,0,0.004584617,0.266219892,0.004464286,0.017857143,0.065626227,0,0.989218329,0.989218329,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.840997511,0.158105571,0.403636498,0.974189897,0.96777429,0.678082649,0.961926094,0.747167625,0.893076565,0.082872685,1.003028252,0.000219496,0.260850902,0.196109146,0.000777257,0.176113861,0.002477225,0.054454222,0.2,19.4726,0.482124,169.019,0.0618226,169,156,182,5.54982,0.245956,0.989444,0.00676856,2.07,9.96078,1.09336,168.994,0.0622833,169,156,182,2.1859,0.725692,0.982961,0.00802813,2.19,0.86980952,0.999210884,2
instances/sat/data/GI-CSSC14/instances/Sat_Data/GI/iso_b03m_s60.AB06.cnf,66,66,12,12,4.5,4.5,0,1,1,0,1,1,0,0.166666667,0,0.166666667,0.166666667,0,0,1,1,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81820266,0.471338482,0,1,1,0.000229258,1,1,1,0.053751792,2.121320378,0,0.295716884,0.295599187,0,0,0,0,0,0,0,30.2795,0.127779,30,25,35,0.958358,0.0399273,0.974703,0.0264864,0.19,0,0,30.3412,0.125557,30,26,35,0.975893,0.0245483,0.974669,0.02627,0.16,0.181818182,0.181818182,0.04
instances/sat/data/GI-CSSC14/instances/Sat_Data/GI/iso_b03m_s40.AB23.cnf,42,42,4,4,9.5,9.5,0,1,1,0,1,1,0,0.5,0,0.5,0.5,0,0,1,1,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.904772822,0.32440174,0,1,1,1,1,1,1,0.028155701,3.082207047,0,0.295716884,0,0,0,0,0,0,0.0001,100,20.7404,0.151145,21,17,25,0.976974,0.0420458,0.98737,0.0228013,0.12,0,0,20.7324,0.149638,21,17,25,0.987681,0.021823,0.987031,0.023035,0.11,0.095238095,0.095238095,0.01
instances/sat/data/GI-CSSC14/instances/Sat_Data/GI/iso_b03m_m1000.AB23.cnf,1010,1024,8,8,125.25,127,0,1,1,0,1,1,0,0.25,0,0.25,0.25,0,0,1,1,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.992080116,0.089343087,0,1,1,1,1,1,1,0.002341662,11.19151479,0,0.295716884,0,0,0,0,0,0,0.000999667,54.7814,499.458,0.0371254,499,480,521,0.990479,0.0161412,0.994144,0.00442415,2.15,0,0,499.928,0.0317959,500,480,520,0.984035,0.0349085,0.994132,0.004393,2.4,0.007920792,0.007920792,0.06
instances/sat/data/GI-CSSC14/instances/Sat_Data/GI/iso_b03m_s80.AB01.cnf,82,82,4,4,19.5,19.5,0,1,1,0,1,1,0,0.5,0,0.5,0.5,0,0,1,1,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.951225104,0.226428119,0,1,1,1,1,1,1,0.014421212,4.415880495,0,0.295716884,0,0,0,0,0,0,0,0,40.7404,0.110019,41,35,46,0.98804,0.0214978,0.993785,0.0110406,0.24,0,0,40.7468,0.109147,41,35,46,0.993969,0.0107559,0.993815,0.0110383,0.18,0.048780488,0.048780488,0.01
instances/sat/data/GI-CSSC14/instances/Sat_Data/GI/iso_b03m_m200.AB18.cnf,202,202,4,4,49.5,49.5,0,1,1,0,1,1,0,0.5,0,0.5,0.5,0,0,1,1,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98020029,0.14211719,0,1,1,1,1,1,1,0.005854156,7.035623736,0,0.295716884,0,0,0,0,0,0,0,0,100.716,0.0705538,101,92,110,0.994984,0.00872492,0.997457,0.00439738,0.65,0,0,100.813,0.0693242,101,92,110,0.997596,0.00427738,0.997571,0.00432087,0.45,0.01980198,0.01980198,0.01
instances/sat/data/GI-CSSC14/instances/Sat_Data/GI/iso_b09_s40.AB16.cnf,1600,247240,1600,247240,0,0,0.09,0.006471445,1,0,1,1,0,0.001253842,0.240910733,0.00125,0.025,0.001574042,0,0.999838214,0.999838214,0.03,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.965125947,0.072030736,0.786423504,0.997109211,0.99710908,0.8134864,0.997097523,0.994985916,0.997037256,0.023442171,2.171172058,0.000000012,0.150063652,0.143717978,0.0000002,0.000461856,0.000001421,0.000009494,2.31,25.5918,1.25593,749.714,0.147775,762,742,789,73.5249,0.132198,0.999899,0.000638248,2.13,961.196,6.68104,746.239,0.152486,758,744,785,34.6941,0.605049,1.06565,0.41977,2.14,0.449255952,0.748928597,2
instances/sat/data/GI-CSSC14/instances/Sat_Data/GI/iso_m2D_s81.AB08.cnf,513,6241,512,6240,0.001953125,0.000160256,0,0.082051282,1,0,1,1,0,0.004016426,0.26378571,0.00390625,0.015625,0.077221573,0,0.987179487,0.987179487,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.831416992,0.159651455,0.37327666,1,0.965253722,0.695355296,0.958192256,0.717712685,0.88033752,0.085514156,0.976498666,0,0.267340272,0.18535735,0.001183356,0.175216026,0.002791935,0.049067323,0.19,20.5066,0.575864,191.779,0.0628025,192,177,206,4.62284,0.252317,0.985297,0.00811318,2.1,8.10356,1.11549,192.437,0.0595627,192,179,207,1.63233,0.437613,0.977345,0.00660503,2.16,0.812517767,0.997052612,2
instances/sat/data/GI-CSSC14/instances/Sat_Data/GI/iso_m4D_s81.AB15.cnf,495,6795,492,6792,0.006097561,0.000441696,0,0.072438163,1,0,1,1,0,0.004165589,0.251700518,0.004065041,0.016260163,0.06549148,0,0.989399293,0.989399293,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.863094339,0.138673776,0.028137915,1,0.962051639,0.733146224,0.958821469,0.808201186,0.867291892,0.063975136,1.002683814,0,0.233626135,0.170365662,0.002734172,0.124092761,0.004204617,0.04500479,0.07,13.5027,2.73444,187.638,0.0604396,188,174,201,5.13638,0.227069,0.980499,0.0222565,2.1,5.20888,1.34407,187.573,0.0577565,187,174,202,2.44708,0.304016,0.976369,0.00499134,2.16,0.601529548,0.990465529,2
instances/sat/data/GI-CSSC14/instances/Sat_Data/GI/iso_b09_s60.AB01.cnf,3600,916260,3600,916260,0,0,0.38,0.003929016,1,0,1,1,0,0.000556611,0.234221137,0.000555556,0.016666667,0.000696331,0,0.999934516,0.999934516,0.11,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,60,0.526123137,26,111,111,26,111,45,58,68.19751575,0.081968799,61.23076923,76.83783784,76.83783784,61.23076923,76.83783784,66.91111111,67.81034483,0.91,0.973988451,0.059056354,0.833151968,0.998230327,0.998230118,0.84004891,0.998230089,0.998028985,0.998075883,0.018467358,2.379623475,0,0.125316965,0.122963819,0.000000023,0.000026973,0.000000026,0.00001873,3.32,4894.5,2.81349,1529.25,0.404398,1729,0,1780,119.736,0.369583,1.02703,0.0747299,2.43,23.4286,0.69126,1749.57,0.0247097,1754,1698,1779,47.9175,0.490436,0.999887,0,2.43,0.320071685,0.617512723,2.01
instances/sat/data/GI-CSSC14/instances/Sat_Data/GI/iso_m4Dr6_m256.AB22.cnf,256,256,0,0,-512,-512,0,-512,0,0,0,0,0,0,0,0,0,0,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,0,0,0,0,-512,-512,-512,-512,-512,0,0,0,0,-512,-512,-512,-512,-512,-512,0,0,0,0,-512,-512,-512,-512,-512,0,0,0,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512
instances/sat/data/GI-CSSC14/instances/Sat_Data/GI/iso_m2D_m196.AB16.cnf,1456,21980,1456,21980,0,0,0.01,0.066242038,1,0,1,1,0,0.001406873,0.257357515,0.001373626,0.005494505,0.054621562,0,0.991082803,0.991082803,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.827388814,0.174935012,0.447951555,0.975088692,0.974758695,0.66964933,0.967202256,0.692690393,0.905685081,0.094533144,0.993856366,0.000155245,0.246765751,0.194146024,0.000220075,0.188567845,0.000894242,0.16748789,0.5,73.9786,1.93118,552.897,0.0580125,555,528,579,5.87276,0.275271,0.995186,0.0663544,2.07,17.6308,1.01454,554.658,0.0333302,555,531,578,1.04668,0.420718,0.98302,0.00354368,2.16,0.910763134,0.999833898,2
instances/sat/data/GI-CSSC14/instances/Sat_Data/GI/iso_m4Dr6_s16.AB16.cnf,20,24,8,12,1.5,1,0,0.666666667,1,0,1,1,0,0.25,0,0.25,0.25,0,0,1,1,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.694712376,0.538207637,0.236368918,1,1,0.236625909,1,0.236911439,1,0.073271003,1.224745255,0,0.183317804,0.183317804,0,0.183112924,0,0,0,0.3602,2.13376,8.9249,0.238622,9,6,12,1.01564,0.126746,0.960585,0.0973707,0.07,0.0064,17.6502,8.9217,0.233769,9,6,12,0.974855,0.172892,0.918886,0.12983,0.07,0.4,0.4,0.03
instances/sat/data/GI-CSSC14/instances/Sat_Data/GI/iso_b09_s40.AB14.cnf,1600,247240,1600,247240,0,0,0.09,0.006471445,1,0,1,1,0,0.001253842,0.240910733,0.00125,0.025,0.001574042,0,0.999838214,0.999838214,0.03,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.964247981,0.073166331,0.793948329,0.997109102,0.997109056,0.82540205,0.997095421,0.995107156,0.997084954,0.024071379,2.166062583,0.000000025,0.146321218,0.139360736,0.000000035,0.000424037,0.000001857,0.000003085,1.15,1432.41,6.68637,742.978,0.153215,761.5,723,783,69.669,0.210616,0.978059,0.150719,2.13,870.591,6.52021,740.318,0.156689,756.5,733,780,37.1893,0.580515,1.03508,0.226737,2.12,0.429774306,0.717667175,2
instances/sat/data/GI-CSSC14/instances/Sat_Data/GI/iso_b09_s20.AB16.cnf,400,21820,400,21820,0,0,0,0.018331806,1,0,1,1,0,0.005041247,0.270123938,0.005,0.05,0.007327582,0,0.99908341,0.99908341,0.01,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.965976451,0.008521319,0.952856489,0.976509676,0.976105894,0.953911529,0.974743812,0.959130494,0.967810449,0.018682445,0.464453877,0.007988484,0.032796903,0.031696412,0.008400666,0.028449474,0.010821824,0.017731802,0.17,5.97269,0.827089,182.559,0.0512391,183,171,195,23.5811,0.142221,0.998438,0.000964092,2.05,2.22682,1.71212,181.672,0.0620345,182,169,194,16.7668,0.208783,0.99774,0.000918336,2.05,0.686688402,0.923140626,2
instances/sat/data/GI-CSSC14/instances/Sat_Data/GI/iso_b03m_s60.AB11.cnf,60,60,0,0,-512,-512,0,-512,0,0,0,0,0,0,0,0,0,0,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,0,0,0,0,-512,-512,-512,-512,-512,0,0,0,0,-512,-512,-512,-512,-512,-512,0,0,0,0,-512,-512,-512,-512,-512,0,0,0,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512
instances/sat/data/GI-CSSC14/instances/Sat_Data/GI/iso_m4D_m256.AB22.cnf,2432,84704,2432,84704,0,0,0.03,0.028711749,1,0,1,1,0,0.000831689,0.282236639,0.000822368,0.009868421,0.023705573,0,0.996977711,0.996977711,0.01,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.86000856,0.182367097,0.413936674,0.992713002,0.992713002,0.647580846,0.988718621,0.739322389,0.936666282,0.078938363,1.088563314,0.00000028,0.255168463,0.204483982,0.00000028,0.166303644,0.000011228,0.108481349,0.69,71.6167,0.838725,998.508,0.0249015,1000.5,964,1027,14.1914,0.271594,0.99636,0.00296543,2.06,60.1013,0.683329,998.797,0.0228391,1001,970,1024,3.55506,0.717065,0.995851,0.00214486,2.1,0.491665522,0.997888664,2
instances/sat/data/GI-CSSC14/instances/Sat_Data/GI/iso_b03_s60.AB04.cnf,3600,408660,3600,408660,0,0,0.18,0.008809279,1,0,1,1,0,0.000557921,0.349877047,0.000555556,0.016666667,0.001442699,0,0.999853179,0.999853179,0.04,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,35.8,0.738487476,11,83,83,11,43,12,30,58.6509445,0.018197638,57.65116279,60.6626506,60.6626506,57.65116279,58.76666667,58.08333333,58.09090909,0.36,0.960512691,0.038600465,0.917681405,0.997794928,0.996431969,0.920855589,0.996431716,0.922158977,0.994731662,0.032657965,1.032207162,0.000000056,0.070963864,0.068831512,0.000000131,0.067609745,0.000000179,0.000641045,2.48,20.5263,0.373987,1726.05,0.018062,1723,1680,1760,46.5159,0.172831,0.999868,0,2.21,25.2778,0.164967,1734.94,0.0192079,1744.5,1687,1763,28.2415,0.286368,0.99991,0,2.19,0.254366097,0.565198499,2.01
instances/sat/data/GI-CSSC14/instances/Sat_Data/GI/iso_b03_m200.AB00.cnf,40000,15740200,40000,15740200,0,0,7.81,0.002541264,1,0,1,1,0,0.000050063,0.352449049,0.00005,0.005,0.00015595,0,0.999987294,0.999987294,1.68,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0.01,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01,0.975018288,0.089064022,0.000003221,1,1,0.952370618,1,0.980756993,0.999886096,0.020110902,2.614515355,0,0.5,0.047632138,0,0.019340369,0.000000006,0.000109877,25.39,1322210,0,0,0,0,0,0,390.268,0,1.49955,0,10.06,1642720,0,0,0,0,0,0,392.957,0,1.70651,0,10.01,0.187175,0.190975,2.17
instances/sat/data/GI-CSSC14/instances/Sat_Data/GI/iso_b03m_m800.AB19.cnf,804,804,8,8,99.5,99.5,0,1,1,0,1,1,0,0.25,0,0.25,0.25,0,0,1,1,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.990050892,0.100239335,0,1,1,1,1,1,1,0.00294164,9.974968807,0,0.295716884,0,0,0,0,0,0,0.0398466,68.5055,400.259,0.0384717,401,382,419,0.997639,0.00278254,0.998918,0.0127668,2.19,0,0,400.607,0.0351739,401,383,419,0.998758,0.00152016,0.998754,0.00152583,1.8,0.009950249,0.009950249,0.05
instances/sat/data/GI-CSSC14/instances/Sat_Data/GI/iso_b03m_s20.AB11.cnf,20,20,0,0,-512,-512,0,-512,0,0,0,0,0,0,0,0,0,0,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,0,0,0,0,-512,-512,-512,-512,-512,0,0,0,0,-512,-512,-512,-512,-512,-512,0,0,0,0,-512,-512,-512,-512,-512,0,0,0,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512
instances/sat/data/GI-CSSC14/instances/Sat_Data/GI/iso_b03m_m600.AB10.cnf,610,614,20,24,29.5,24.58333333,0,0.833333333,1,0,1,1,0,0.1,0,0.1,0.1,0,0,1,1,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.970314891,0.167574574,0,1,1,1,1,1,1,0.008217233,5.565363294,0,0.295603667,0,0,0,0,0,0,0.0333573,78.3864,300.067,0.0421759,300,285,316,0.991238,0.0162863,0.995612,0.0305084,2.2,0,0,300.362,0.0406763,300,284,316,0.996065,0.00696169,0.995293,0.00401251,1.38,0.032786885,0.032786885,0.12
instances/sat/data/GI-CSSC14/instances/Sat_Data/GI/iso_b03m_s20.AB03.cnf,20,20,0,0,-512,-512,0,-512,0,0,0,0,0,0,0,0,0,0,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,0,0,0,0,-512,-512,-512,-512,-512,0,0,0,0,-512,-512,-512,-512,-512,-512,0,0,0,0,-512,-512,-512,-512,-512,0,0,0,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512
instances/sat/data/GI-CSSC14/instances/Sat_Data/GI/iso_m4Dr6_m1296.AB13.cnf,1296,1296,0,0,-512,-512,0,-512,0,0,0,0,0,0,0,0,0,0,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,0,0,0,0,-512,-512,-512,-512,-512,0,0,0,0,-512,-512,-512,-512,-512,-512,0,0,0,0,-512,-512,-512,-512,-512,0,0,0,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512
instances/sat/data/GI-CSSC14/instances/Sat_Data/GI/iso_m4D_m625.AB04.cnf,10803,916403,10788,916388,0.001390434,0.000016369,0.42,0.011772306,1,0,1,1,0,0.000186359,0.303771791,0.000185391,0.004449388,0.0065213,0,0.999336526,0.999336526,0.09,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0.01,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,93,0,93,93,93,93,93,93,93,30.84946237,0,30.84946237,30.84946237,30.84946237,30.84946237,30.84946237,30.84946237,30.84946237,0.83,0.932567898,0.096523944,0.31640463,1,0.996533918,0.811370611,0.995442393,0.905218187,0.973416889,0.041918454,1.31229583,0,0.278194621,0.110281599,0.000000005,0.070715065,0.000002068,0.002886456,3.21,23743.9,2.64033,4213.86,0.440995,4905,0,4919,42.5679,0.863213,1.40005,0.758547,2.43,136.2,0.307205,4911.2,0.00872633,4893,4877,4914,7.98049,0.278287,0.999042,0.000204358,2.46,0.205413026,0.635684491,2.03
instances/sat/data/GI-CSSC14/instances/Sat_Data/GI/iso_b03m_s100.AB20.cnf,100,100,0,0,-512,-512,0,-512,0,0,0,0,0,0,0,0,0,0,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,0,0,0,0,-512,-512,-512,-512,-512,0,0,0,0,-512,-512,-512,-512,-512,-512,0,0,0,0,-512,-512,-512,-512,-512,0,0,0,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512
instances/sat/data/GI-CSSC14/instances/Sat_Data/GI/iso_b09_s20.AB21.cnf,400,21820,400,21820,0,0,0,0.018331806,1,0,1,1,0,0.005041247,0.270123938,0.005,0.05,0.007327582,0,0.99908341,0.99908341,0.01,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.96599334,0.008398263,0.953078363,0.976382152,0.976191566,0.955042034,0.974177016,0.958412767,0.968568345,0.018656457,0.458416869,0.008098378,0.032564356,0.031773022,0.008766427,0.027401375,0.010418164,0.018735795,0.17,11.3174,15.4721,181.946,0.0629749,182,169,195,23.5744,0.143327,0.997485,0.0309199,2.04,2.06205,1.35992,182.204,0.0528503,182,170,195,16.8698,0.212936,0.997717,0.00060751,2.07,0.681719444,0.975465547,2
