instance,Frac_Neg_Body,Frac_Pos_Body,Frac_Unary_Rules,Frac_Binary_Rules,Frac_Ternary_Rules,Frac_Integrity_Rules,Tight,Problem_Variables,Free_Problem_Variables,Assigned_Problem_Variables,Constraints,Constraints/Vars,Created_Bodies,Program_Atoms,SCCS,Nodes_in_Positive_BADG,Rules,Normal_Rules,Cardinality_Rules,Choice_Rules,Weight_Rules,Frac_Normal_Rules,Frac_Cardinality_Rules,Frac_Choice_Rules,Frac_Weight_Rules,Equivalences,Atom-Atom_Equivalences,Body-Body_Equivalences,Other_Equivalences,Frac_Atom-Atom_Equivalences,Frac_Body-Body_Equivalences,Frac_Other_Equivalences,Binary_Constraints,Ternary_Constraints,Other_Constraints,Frac_Binary_Constraints,Frac_Ternary_Constraints,Frac_Other_Constraints,Choices-1,Conflicts/Choices-1,Avg_Conflict_Levels-1,Avg_LBD_Levels-1,Learnt_from_Conflict-1,Learnt_from_Loop-1,Frac_Learnt_from_Conflict-1,Frac_Learnt_from_Loop-1,Literals_in_Conflict_Nogoods-1,Literals_in_Loop_Nogoods-1,Frac_Literals_in_Conflict_Nogoods-1,Frac_Literals_in_Loop_Nogoods-1,Removed_Nogoods-1,Learnt_Binary-1,Learnt_Ternary-1,Learnt_Others-1,Frac_Removed_Nogood-1,Frac_Learnt_Binary-1,Frac_Learnt_Ternary-1,Frac_Learnt_Others-1,Skipped_Levels_while_Backjumping-1,Avg_Skipped_Levels_while_Backjumping-1,Longest_Backjumping-1,Running_Avg_Conflictlevel-1,Running_Avg_LBD-1
instances/asp/data/potassco-suite/ASP-Comp-2009-Lparse/CompGeneralizedSlitherlink/trisquares.47.asp,1,0.3106,0.6556,0.2839,0.0268,0.5049,0.3212,0,6934,3706,3228,68422,9.8676,6044,4955,1,1888,8441,7254,846,341,0,0.8594,0.1002,0.0404,0.0,8072,2451,56,5565,0.3036,0.0069,0.6894,64948,1962,1512,0.9492,0.0287,0.0221,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512
instances/asp/data/potassco-suite/ASP-Comp-2009-Lparse/CompGeneralizedSlitherlink/trisquares.40.asp,1,0.3075,0.6565,0.2834,0.0241,0.5068,0.3207,0,6960,3871,3089,68928,9.9034,6047,4958,1,1976,8440,7248,851,341,0,0.8588,0.1008,0.0404,0.0,8051,2428,37,5586,0.3016,0.0046,0.6938,65270,2111,1547,0.9469,0.0306,0.0224,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512
instances/asp/data/potassco-suite/ASP-Comp-2009-Lparse/CompGeneralizedSlitherlink/penrose.50.asp,1,0.2884,0.6521,0.2683,0.0202,0.5069,0.3267,0,4023,2319,1704,31134,7.739,3482,2790,1,1174,4760,4104,434,222,0,0.8622,0.0912,0.0466,0.0,4483,1289,13,3181,0.2875,0.0029,0.7096,28973,1198,963,0.9306,0.0385,0.0309,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512
instances/asp/data/potassco-suite/ASP-Comp-2009-Lparse/CompGeneralizedSlitherlink/penrose.12.asp,1,0.2855,0.653,0.2681,0.0175,0.5092,0.3266,0,4029,2428,1601,31474,7.8119,3475,2783,1,1240,4749,4097,430,222,0,0.8627,0.0905,0.0467,0.0,4452,1276,4,3172,0.2866,0.0009,0.7125,29194,1296,984,0.9276,0.0412,0.0313,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512
instances/asp/data/potassco-suite/ASP-Comp-2009-Lparse/CompGeneralizedSlitherlink/altair1.48.asp,1,0.2555,0.6428,0.2434,0.0121,0.5161,0.3382,0,6707,4107,2600,105411,15.7166,5746,4407,1,2084,7596,6635,528,433,0,0.8735,0.0695,0.057,0.0,6888,1850,2,5036,0.2686,0.0003,0.7311,101649,1984,1778,0.9643,0.0188,0.0169,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512
instances/asp/data/potassco-suite/ASP-Comp-2009-Lparse/CompGeneralizedSlitherlink/trisquares.41.asp,1,0.3096,0.6559,0.2837,0.0259,0.5054,0.321,0,6943,3772,3171,68636,9.8856,6046,4957,1,1926,8442,7257,844,341,0,0.8596,0.1,0.0404,0.0,8068,2444,50,5574,0.3029,0.0062,0.6909,65091,2024,1521,0.9484,0.0295,0.0222,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512
instances/asp/data/potassco-suite/ASP-Comp-2009-Lparse/CompGeneralizedSlitherlink/altair1.9.asp,1,0.2552,0.6429,0.2435,0.0117,0.5167,0.3385,0,6698,4104,2594,105431,15.7407,5734,4395,1,2086,7581,6632,516,433,0,0.8748,0.0681,0.0571,0.0,6858,1847,2,5009,0.2693,0.0003,0.7304,101675,1983,1773,0.9644,0.0188,0.0168,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512
instances/asp/data/potassco-suite/ASP-Comp-2009-Lparse/CompGraphColouring/graph-colouring-nodes=125-density=0.1-instance=3,1,0.3121,0.9799,0.2719,0.0402,0.6275,0.6677,1,4776,625,4151,4150,0.8689,4401,2566,0,0,6215,5840,250,125,0,0.9397,0.0402,0.0201,0.0,4130,1689,0,2441,0.409,0.0,0.591,3900,0,250,0.9398,0.0,0.0602,594,0.8636,10.8304,9.4113,513,0,1.0,0.0,24425,0,1.0,0.0,0,0,0,513,0.0,0.0,0.0,1.0,585,1.1404,4,10.34,9.27
instances/asp/data/potassco-suite/ASP-Comp-2009-Lparse/CompGraphColouring/graph-colouring-nodes=150-density=0.1-instance=5,1,0.3095,0.9818,0.2732,0.0363,0.636,0.6723,1,6301,750,5551,5550,0.8808,5851,3306,0,0,8255,7805,300,150,0,0.9455,0.0363,0.0182,0.0,5410,2254,0,3156,0.4166,0.0,0.5834,5250,0,300,0.9459,0.0,0.0541,603,0.8507,11.0253,9.3587,513,0,1.0,0.0,21772,0,1.0,0.0,0,0,0,513,0.0,0.0,0.0,1.0,594,1.1579,6,11.98,9.8
instances/asp/data/potassco-suite/ASP-Comp-2009-Lparse/CompGraphColouring/graph-colouring-nodes=140-density=0.1-instance=7,1,0.31,0.9815,0.2729,0.0371,0.6344,0.6714,1,5771,700,5071,5070,0.8785,5351,3042,0,0,7551,7131,280,140,0,0.9444,0.0371,0.0185,0.0,4962,2060,0,2902,0.4152,0.0,0.5848,4790,0,280,0.9448,0.0,0.0552,618,0.8285,10.2617,8.8945,512,0,1.0,0.0,21071,0,1.0,0.0,0,0,0,512,0.0,0.0,0.0,1.0,607,1.1855,4,11.03,9.24
instances/asp/data/potassco-suite/ASP-Comp-2009-Lparse/CompGraphColouring/graph-colouring-nodes=125-density=0.1-instance=4,1,0.3127,0.9794,0.2716,0.0411,0.6256,0.6667,1,4681,625,4056,4055,0.8663,4306,2528,0,0,6082,5707,250,125,0,0.9383,0.0411,0.0206,0.0,4054,1651,0,2403,0.4073,0.0,0.5927,3805,0,250,0.9383,0.0,0.0617,628,0.8153,13.0762,11.0664,512,0,1.0,0.0,24457,0,1.0,0.0,0,0,0,512,0.0,0.0,0.0,1.0,616,1.2031,5,12.62,10.63
instances/asp/data/potassco-suite/ASP-Comp-2009-Lparse/CompGraphColouring/graph-colouring-nodes=130-density=0.1-instance=7,1,0.3111,0.9807,0.2725,0.0386,0.631,0.6696,1,5161,650,4511,4510,0.8739,4771,2746,0,0,6735,6345,260,130,0,0.9421,0.0386,0.0193,0.0,4450,1834,0,2616,0.4121,0.0,0.5879,4250,0,260,0.9424,0.0,0.0576,612,0.8366,10.6562,9.2324,512,0,1.0,0.0,21692,0,1.0,0.0,0,0,0,512,0.0,0.0,0.0,1.0,604,1.1797,5,9.51,8.68
instances/asp/data/potassco-suite/ASP-Comp-2009-Lparse/CompGraphColouring/graph-colouring-nodes=130-density=0.1-instance=5,1,0.3103,0.9813,0.2729,0.0374,0.6336,0.671,1,5316,650,4666,4665,0.8775,4926,2808,0,0,6952,6562,260,130,0,0.9439,0.0374,0.0187,0.0,4574,1896,0,2678,0.4145,0.0,0.5855,4405,0,260,0.9443,0.0,0.0557,605,0.8463,10.7305,9.1816,512,0,1.0,0.0,22519,0,1.0,0.0,0,0,0,512,0.0,0.0,0.0,1.0,597,1.166,5,10.54,9.0
instances/asp/data/potassco-suite/ASP-Comp-2009-Lparse/CompGraphColouring/graph-colouring-nodes=130-density=0.1-instance=2,1,0.3127,0.9794,0.2716,0.0411,0.6256,0.6667,1,4866,650,4216,4215,0.8662,4476,2628,0,0,6322,5932,260,130,0,0.9383,0.0411,0.0206,0.0,4214,1716,0,2498,0.4072,0.0,0.5928,3955,0,260,0.9383,0.0,0.0617,611,0.838,12.498,10.4922,512,0,1.0,0.0,23380,0,1.0,0.0,0,0,0,512,0.0,0.0,0.0,1.0,595,1.1621,5,14.67,11.83
instances/asp/data/potassco-suite/ASP-Comp-2009-Lparse/CompGraphColouring/graph-colouring-nodes=140-density=0.1-instance=2,1,0.3089,0.9823,0.2735,0.0354,0.638,0.6734,1,6031,700,5331,5330,0.8838,5611,3146,0,0,7915,7495,280,140,0,0.9469,0.0354,0.0177,0.0,5170,2164,0,3006,0.4186,0.0,0.5814,5050,0,280,0.9475,0.0,0.0525,619,0.8288,11.2943,9.5867,513,0,1.0,0.0,19824,0,1.0,0.0,0,0,0,513,0.0,0.0,0.0,1.0,611,1.191,6,9.59,8.61
instances/asp/data/potassco-suite/ASP-Comp-2009-Lparse/CompGraphColouring/graph-colouring-nodes=135-density=0.1-instance=7,1,0.3108,0.9809,0.2725,0.0383,0.6317,0.67,1,5401,675,4726,4725,0.8748,4996,2868,0,0,7052,6647,270,135,0,0.9426,0.0383,0.0191,0.0,4654,1921,0,2733,0.4128,0.0,0.5872,4455,0,270,0.9429,0.0,0.0571,611,0.8396,11.9376,10.3743,513,0,1.0,0.0,23024,0,1.0,0.0,0,0,0,513,0.0,0.0,0.0,1.0,601,1.1715,6,11.53,9.7
instances/asp/data/potassco-suite/ASP-Comp-2009-Lparse/CompGraphColouring/graph-colouring-nodes=150-density=0.1-instance=10,1,0.3092,0.9821,0.2734,0.0358,0.6372,0.673,1,6391,750,5641,5640,0.8825,5941,3342,0,0,8381,7931,300,150,0,0.9463,0.0358,0.0179,0.0,5482,2290,0,3192,0.4177,0.0,0.5823,5340,0,300,0.9468,0.0,0.0532,637,0.8038,12.1406,10.1797,512,0,1.0,0.0,21834,0,1.0,0.0,0,0,0,512,0.0,0.0,0.0,1.0,628,1.2266,9,11.36,9.83
instances/asp/data/potassco-suite/ASP-Comp-2009-Lparse/CompGraphColouring/graph-colouring-nodes=145-density=0.1-instance=10,1,0.3089,0.9823,0.2735,0.0354,0.638,0.6734,1,6241,725,5516,5515,0.8837,5806,3256,0,0,8190,7755,290,145,0,0.9469,0.0354,0.0177,0.0,5350,2239,0,3111,0.4185,0.0,0.5815,5225,0,290,0.9474,0.0,0.0526,632,0.8101,10.1191,8.6934,512,0,1.0,0.0,20186,0,1.0,0.0,0,0,0,512,0.0,0.0,0.0,1.0,624,1.2188,6,10.24,8.82
instances/asp/data/potassco-suite/ASP-Comp-2009-Lparse/CompGraphColouring/graph-colouring-nodes=130-density=0.1-instance=3,1,0.3107,0.981,0.2726,0.0381,0.6322,0.6703,1,5231,650,4581,4580,0.8755,4841,2774,0,0,6833,6443,260,130,0,0.9429,0.0381,0.019,0.0,4506,1862,0,2644,0.4132,0.0,0.5868,4320,0,260,0.9432,0.0,0.0568,620,0.8258,12.3262,10.5918,512,0,1.0,0.0,22829,0,1.0,0.0,0,0,0,512,0.0,0.0,0.0,1.0,612,1.1953,6,12.29,10.71
instances/asp/data/potassco-suite/ASP-Comp-2009-Lparse/CompGraphColouring/graph-colouring-nodes=130-density=0.1-instance=4,1,0.3107,0.981,0.2727,0.038,0.6323,0.6703,1,5236,650,4586,4585,0.8757,4846,2776,0,0,6840,6450,260,130,0,0.943,0.038,0.019,0.0,4510,1864,0,2646,0.4133,0.0,0.5867,4325,0,260,0.9433,0.0,0.0567,605,0.8463,9.7266,8.6719,512,0,1.0,0.0,20280,0,1.0,0.0,0,0,0,512,0.0,0.0,0.0,1.0,594,1.1602,7,10.07,8.84
instances/asp/data/potassco-suite/ASP-Comp-2009-Lparse/CompGraphColouring/graph-colouring-nodes=140-density=0.1-instance=8,1,0.3088,0.9824,0.2736,0.0352,0.6384,0.6736,1,6061,700,5361,5360,0.8843,5641,3158,0,0,7957,7537,280,140,0,0.9472,0.0352,0.0176,0.0,5194,2176,0,3018,0.4189,0.0,0.5811,5080,0,280,0.9478,0.0,0.0522,618,0.8285,10.1035,8.8047,512,0,1.0,0.0,20087,0,1.0,0.0,0,0,0,512,0.0,0.0,0.0,1.0,608,1.1875,5,10.62,9.12
instances/asp/data/potassco-suite/ASP-Comp-2009-Lparse/CompGraphColouring/graph-colouring-nodes=145-density=0.1-instance=7,1,0.309,0.9823,0.2735,0.0355,0.6378,0.6733,1,6231,725,5506,5505,0.8835,5796,3252,0,0,8176,7741,290,145,0,0.9468,0.0355,0.0177,0.0,5342,2235,0,3107,0.4184,0.0,0.5816,5215,0,290,0.9473,0.0,0.0527,604,0.8477,9.1758,8.1445,512,0,1.0,0.0,21842,0,1.0,0.0,0,0,0,512,0.0,0.0,0.0,1.0,598,1.168,6,8.73,7.9
instances/asp/data/potassco-suite/ASP-Comp-2009-Lparse/CompGraphColouring/graph-colouring-nodes=130-density=0.1-instance=10,1,0.312,0.9799,0.2719,0.0401,0.6278,0.6679,1,4981,650,4331,4330,0.8693,4591,2674,0,0,6483,6093,260,130,0,0.9398,0.0401,0.0201,0.0,4306,1762,0,2544,0.4092,0.0,0.5908,4070,0,260,0.94,0.0,0.06,651,0.7865,12.5176,10.5664,512,0,1.0,0.0,28079,0,1.0,0.0,0,0,0,512,0.0,0.0,0.0,1.0,637,1.2441,8,13.7,10.93
instances/asp/data/potassco-suite/ASP-Comp-2009-Lparse/CompGraphColouring/graph-colouring-nodes=145-density=0.1-instance=5,1,0.3079,0.9831,0.274,0.0338,0.6413,0.6752,1,6511,725,5786,5785,0.8885,6076,3364,0,0,8568,8133,290,145,0,0.9492,0.0338,0.0169,0.0,5566,2347,0,3219,0.4217,0.0,0.5783,5495,0,290,0.9499,0.0,0.0501,584,0.8767,9.4219,8.2617,512,0,1.0,0.0,20007,0,1.0,0.0,0,0,0,512,0.0,0.0,0.0,1.0,577,1.127,5,8.59,7.76
instances/asp/data/potassco-suite/ASP-Comp-2009-Lparse/CompGraphColouring/graph-colouring-nodes=145-density=0.1-instance=2,1,0.3085,0.9826,0.2737,0.0348,0.6394,0.6741,1,6351,725,5626,5625,0.8857,5916,3300,0,0,8344,7909,290,145,0,0.9479,0.0348,0.0174,0.0,5438,2283,0,3155,0.4198,0.0,0.5802,5335,0,290,0.9484,0.0,0.0516,630,0.8127,9.6641,8.5254,512,0,1.0,0.0,19913,0,1.0,0.0,0,0,0,512,0.0,0.0,0.0,1.0,624,1.2188,6,9.22,8.4
instances/asp/data/potassco-suite/ASP-Comp-2009-Lparse/CompGraphColouring/graph-colouring-nodes=125-density=0.1-instance=9,1,0.3139,0.9786,0.271,0.0428,0.6219,0.6647,1,4506,625,3881,3880,0.8611,4131,2458,0,0,5837,5462,250,125,0,0.9358,0.0428,0.0214,0.0,3914,1581,0,2333,0.4039,0.0,0.5961,3630,0,250,0.9356,0.0,0.0644,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512
instances/asp/data/potassco-suite/ASP-Comp-2009-Lparse/CompGraphColouring/graph-colouring-nodes=125-density=0.1-instance=2,1,0.3136,0.9788,0.2712,0.0424,0.6228,0.6652,1,4546,625,3921,3920,0.8623,4171,2474,0,0,5893,5518,250,125,0,0.9364,0.0424,0.0212,0.0,3946,1597,0,2349,0.4047,0.0,0.5953,3670,0,250,0.9362,0.0,0.0638,610,0.8393,17.0566,14.0352,512,0,1.0,0.0,29127,0,1.0,0.0,0,0,0,512,0.0,0.0,0.0,1.0,595,1.1621,4,15.89,12.71
instances/asp/data/potassco-suite/ASP-Comp-2009-Lparse/CompGraphColouring/graph-colouring-nodes=150-density=0.1-instance=2,1,0.308,0.983,0.2739,0.0341,0.6408,0.6749,1,6691,750,5941,5940,0.8878,6241,3462,0,0,8801,8351,300,150,0,0.9489,0.0341,0.017,0.0,5722,2410,0,3312,0.4212,0.0,0.5788,5640,0,300,0.9495,0.0,0.0505,605,0.8463,10.1035,8.7461,512,0,1.0,0.0,18794,0,1.0,0.0,0,0,0,512,0.0,0.0,0.0,1.0,596,1.1641,7,10.86,9.7
instances/asp/data/potassco-suite/ASP-Comp-2009-Lparse/CompGraphColouring/graph-colouring-nodes=140-density=0.1-instance=4,1,0.3105,0.9811,0.2727,0.0378,0.6328,0.6706,1,5671,700,4971,4970,0.8764,5251,3002,0,0,7411,6991,280,140,0,0.9433,0.0378,0.0189,0.0,4882,2020,0,2862,0.4138,0.0,0.5862,4690,0,280,0.9437,0.0,0.0563,615,0.8325,10.0332,8.8008,512,0,1.0,0.0,20614,0,1.0,0.0,0,0,0,512,0.0,0.0,0.0,1.0,608,1.1875,6,9.23,8.37
instances/asp/data/potassco-suite/ASP-Comp-2009-Lparse/CompGraphColouring/graph-colouring-nodes=140-density=0.1-instance=9,1,0.3084,0.9827,0.2738,0.0346,0.6397,0.6743,1,6161,700,5461,5460,0.8862,5741,3198,0,0,8097,7677,280,140,0,0.9481,0.0346,0.0173,0.0,5274,2216,0,3058,0.4202,0.0,0.5798,5180,0,280,0.9487,0.0,0.0513,598,0.8562,9.6133,8.5352,512,0,1.0,0.0,18937,0,1.0,0.0,0,0,0,512,0.0,0.0,0.0,1.0,591,1.1543,4,9.08,8.32
instances/asp/data/potassco-suite/ASP-Comp-2009-Lparse/CompGraphColouring/graph-colouring-nodes=150-density=0.1-instance=3,1,0.3082,0.9829,0.2739,0.0343,0.6404,0.6747,1,6656,750,5906,5905,0.8872,6206,3448,0,0,8752,8302,300,150,0,0.9486,0.0343,0.0171,0.0,5694,2396,0,3298,0.4208,0.0,0.5792,5605,0,300,0.9492,0.0,0.0508,636,0.8066,9.1969,7.8109,513,0,1.0,0.0,17894,0,1.0,0.0,0,0,0,513,0.0,0.0,0.0,1.0,629,1.2261,5,9.72,8.31
instances/asp/data/potassco-suite/ASP-Comp-2009-Lparse/CompGraphColouring/graph-colouring-nodes=145-density=0.1-instance=8,1,0.308,0.983,0.274,0.034,0.641,0.675,1,6486,725,5761,5760,0.8881,6051,3354,0,0,8533,8098,290,145,0,0.949,0.034,0.017,0.0,5546,2337,0,3209,0.4214,0.0,0.5786,5470,0,290,0.9497,0.0,0.0503,611,0.838,8.9102,7.8281,512,0,1.0,0.0,19316,0,1.0,0.0,0,0,0,512,0.0,0.0,0.0,1.0,602,1.1758,5,9.47,8.22
instances/asp/data/potassco-suite/ASP-Comp-2009-Lparse/CompGraphColouring/graph-colouring-nodes=125-density=0.1-instance=5,1,0.3124,0.9797,0.2718,0.0406,0.6267,0.6673,1,4736,625,4111,4110,0.8678,4361,2550,0,0,6159,5784,250,125,0,0.9391,0.0406,0.0203,0.0,4098,1673,0,2425,0.4082,0.0,0.5918,3860,0,250,0.9392,0.0,0.0608,631,0.813,11.3938,9.6452,513,0,1.0,0.0,22057,0,1.0,0.0,0,0,0,513,0.0,0.0,0.0,1.0,620,1.2086,6,12.35,10.52
instances/asp/data/potassco-suite/ASP-Comp-2009-Lparse/CompGraphColouring/graph-colouring-nodes=135-density=0.1-instance=2,1,0.3115,0.9804,0.2722,0.0393,0.6296,0.6689,1,5276,675,4601,4600,0.8719,4871,2818,0,0,6877,6472,270,135,0,0.9411,0.0393,0.0196,0.0,4554,1871,0,2683,0.4108,0.0,0.5892,4330,0,270,0.9413,0.0,0.0587,586,0.8737,12.7402,11.2148,512,0,1.0,0.0,27330,0,1.0,0.0,0,0,0,512,0.0,0.0,0.0,1.0,574,1.1211,4,12.03,10.82
instances/asp/data/potassco-suite/ASP-Comp-2009-Lparse/CompGraphColouring/graph-colouring-nodes=145-density=0.1-instance=4,1,0.3088,0.9824,0.2735,0.0353,0.6382,0.6735,1,6261,725,5536,5535,0.884,5826,3264,0,0,8218,7783,290,145,0,0.9471,0.0353,0.0176,0.0,5366,2247,0,3119,0.4187,0.0,0.5813,5245,0,290,0.9476,0.0,0.0524,598,0.8562,10.6055,9.248,512,0,1.0,0.0,21635,0,1.0,0.0,0,0,0,512,0.0,0.0,0.0,1.0,590,1.1523,4,10.87,9.12
instances/asp/data/potassco-suite/ASP-Comp-2009-Lparse/CompGraphColouring/graph-colouring-nodes=125-density=0.1-instance=7,1,0.3123,0.9798,0.2718,0.0405,0.627,0.6675,1,4751,625,4126,4125,0.8682,4376,2556,0,0,6180,5805,250,125,0,0.9393,0.0405,0.0202,0.0,4110,1679,0,2431,0.4085,0.0,0.5915,3875,0,250,0.9394,0.0,0.0606,644,0.795,13.5273,11.1406,512,0,1.0,0.0,21560,0,1.0,0.0,0,0,0,512,0.0,0.0,0.0,1.0,629,1.2285,5,14.33,12.3
instances/asp/data/potassco-suite/ASP-Comp-2009-Lparse/CompGraphPartitioning/rand_21_150_1235870252_0_k=6_v=5_e=25_sat.gph,1,0.0969,0.9588,0.0855,0.0122,0.8738,0.0265,0,9118,8922,196,29397,3.2241,6706,3216,6,2052,7361,7265,54,27,15,0.987,0.0073,0.0037,0.002,1537,643,15,879,0.4183,0.0098,0.5719,20532,8556,309,0.6984,0.2911,0.0105,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512
instances/asp/data/potassco-suite/ASP-Comp-2009-Lparse/CompGraphPartitioning/rand_20_100_1235402004_0_k=6_v=4_e=4_sat.gph,1,0.1011,0.9425,0.0849,0.0174,0.8578,0.0371,0,6242,6054,188,20095,3.2193,4590,2251,6,1440,5043,4950,52,26,15,0.9816,0.0103,0.0052,0.003,1129,442,15,672,0.3915,0.0133,0.5952,14094,5706,295,0.7014,0.284,0.0147,1193,0.4317,19.8757,6.2816,515,5,0.9904,0.0096,7116,140,0.9807,0.0193,0,2,6,512,0.0,0.0038,0.0115,0.9846,1184,2.299,31,15.41,6.51
instances/asp/data/potassco-suite/ASP-Comp-2009-Lparse/CompGraphPartitioning/rand_15_75_1235849326_0_k=3_v=7_e=30_sat.gph,1,0.2569,0.9212,0.2271,0.0319,0.6835,0.0596,0,1342,1257,85,4398,3.2772,1072,678,3,540,1409,1352,36,18,3,0.9595,0.0256,0.0128,0.0021,775,322,3,450,0.4155,0.0039,0.5806,3147,1128,123,0.7156,0.2565,0.028,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512
instances/asp/data/potassco-suite/ASP-Comp-2009-Lparse/CompGraphPartitioning/rand_25_200_1235404333_0_k=5_v=5_e=4_unsat.gph,1,0.1256,0.9594,0.1146,0.0117,0.8441,0.0269,0,8566,8370,196,28185,3.2903,6401,3163,5,2250,7262,7162,60,30,10,0.9862,0.0083,0.0041,0.0014,1924,841,10,1073,0.4371,0.0052,0.5577,19870,8005,310,0.705,0.284,0.011,909,0.5633,15.7539,5.3535,512,0,1.0,0.0,5133,0,1.0,0.0,0,1,12,499,0.0,0.002,0.0234,0.9746,898,1.7539,24,14.45,5.31
instances/asp/data/potassco-suite/ASP-Comp-2009-Lparse/CompGraphPartitioning/rand_25_300_1235843609_0_k=5_v=7_e=40_sat.gph,1,0.1231,0.9723,0.1156,0.008,0.8563,0.0183,0,12566,12370,196,41185,3.2775,9401,4563,5,3250,10662,10562,60,30,10,0.9906,0.0056,0.0028,0.0009,2724,1241,10,1473,0.4556,0.0037,0.5407,28870,12005,310,0.701,0.2915,0.0075,585,0.8769,75.2261,15.5965,513,0,1.0,0.0,16832,0,1.0,0.0,0,0,0,513,0.0,0.0,0.0,1.0,513,1.0,1,74.89,16.06
instances/asp/data/potassco-suite/ASP-Comp-2009-Lparse/CompGraphPartitioning/rand_20_100_1235851242_0_k=3_v=15_e=25_sat.gph,1,0.2552,0.9219,0.2274,0.0294,0.6865,0.0583,0,1787,1677,110,6013,3.3649,1422,898,3,720,1869,1797,46,23,3,0.9615,0.0246,0.0123,0.0016,1015,427,3,585,0.4207,0.003,0.5764,4347,1503,163,0.7229,0.25,0.0271,632,0.8133,27.5506,14.144,514,13,0.9753,0.0247,20209,450,0.9782,0.0218,0,0,0,527,0.0,0.0,0.0,1.0,608,1.1829,4,27.86,13.16
instances/asp/data/potassco-suite/ASP-Comp-2009-Lparse/CompGraphPartitioning/rand_30_300_1235855358_0_k=6_v=6_e=30_sat.gph,1,0.0929,0.9709,0.0858,0.0075,0.8865,0.0185,0,17902,17634,268,58485,3.267,13150,6201,6,3960,14423,14300,72,36,15,0.9915,0.005,0.0025,0.001,2809,1252,15,1542,0.4457,0.0053,0.5489,40944,17106,435,0.7001,0.2925,0.0074,625,0.8192,115.0137,19.0078,512,0,1.0,0.0,15275,0,1.0,0.0,0,0,0,512,0.0,0.0,0.0,1.0,512,1.0,1,114.57,19.72
instances/asp/data/potassco-suite/ASP-Comp-2009-Lparse/CompGraphPartitioning/rand_20_100_1235851242_0_k=3_v=10_e=20_unsat.gph,1,0.2552,0.9219,0.2274,0.0294,0.6865,0.0583,0,1787,1677,110,6013,3.3649,1422,898,3,720,1869,1797,46,23,3,0.9615,0.0246,0.0123,0.0016,1015,427,3,585,0.4207,0.003,0.5764,4347,1503,163,0.7229,0.25,0.0271,698,0.7335,21.5195,9.6191,512,0,1.0,0.0,11211,0,1.0,0.0,0,0,0,512,0.0,0.0,0.0,1.0,676,1.3203,6,20.84,9.6
instances/asp/data/potassco-suite/ASP-Comp-2009-Lparse/CompGraphPartitioning/rand_24_250_1235873539_0_k=6_v=9_e=25_sat.gph,1,0.0934,0.9715,0.0859,0.008,0.8864,0.0182,0,14896,14676,220,48189,3.235,10954,5161,6,3288,12015,11910,60,30,15,0.9913,0.005,0.0025,0.0012,2361,1046,15,1300,0.443,0.0064,0.5506,33582,14256,351,0.6969,0.2958,0.0073,599,0.8548,90.7285,19.5469,512,0,1.0,0.0,15003,0,1.0,0.0,0,0,0,512,0.0,0.0,0.0,1.0,513,1.002,2,88.93,15.11
instances/asp/data/potassco-suite/ASP-Comp-2009-Lparse/CompGraphPartitioning/rand_21_150_1235870252_0_k=3_v=10_e=20_unsat.gph,1,0.2536,0.9429,0.2335,0.0213,0.7038,0.0425,0,2551,2436,115,8640,3.3869,2032,1257,3,1026,2681,2606,48,24,3,0.972,0.0179,0.009,0.0011,1423,628,3,792,0.4413,0.0021,0.5566,6216,2253,171,0.7194,0.2608,0.0198,670,0.7642,19.1777,8.8945,512,0,1.0,0.0,13379,0,1.0,0.0,0,0,0,512,0.0,0.0,0.0,1.0,654,1.2773,5,18.29,8.92
